RSRUSDT;38.71530983757215;9;1
SFPUSDT;27.43923301616739;9;1
ARPAUSDT;22.09950721325114;8;2
BTSUSDT;20.238987586539334;8;4
ALGOUSDT;16.902079342881294;8;3
1INCHUSDT;27.323793218511625;9;2
ZENUSDT;28.190426662107484;10;1
CTSIUSDT;28.092581573753538;7;3
MANAUSDT;17.457481105251357;8;2
DOGEUSDT;19.52189788990699;8;2
ONEUSDT;29.44880869259519;9;2
DOGEBUSD;17.82871216497987;8;2
CTKUSDT;17.889540315145265;8;3
APEUSDT;52.46026287077243;10;2
TRXUSDT;6.845341776342144;5;4
SUSHIUSDT;33.85031346187672;10;2
XRPBUSD;12.244036771641191;7;3
DASHUSDT;4.200099536953933;5;6
GRTUSDT;19.4900244171869;7;2
BATUSDT;10.159569348069468;7;3
TRBUSDT;9.907085232604745;6;3
XRPUSDT;16.276811168351575;8;2
OMGUSDT;29.884588047343264;10;1
LITUSDT;9.339625649443006;6;6
DUSKUSDT;41.282034376943805;11;3
THETAUSDT;29.834755147814555;11;1
OGNUSDT;49.64259309000081;9;1
DOTUSDT;29.62945290611027;9;1
SKLUSDT;43.01892775472083;11;0
BALUSDT;25.540338473937297;7;3
ARUSDT;15.914849398345062;7;4
ENJUSDT;31.81043286136036;10;1
SXPUSDT;24.732848078356238;9;3
XEMUSDT;6.065446858456223;7;4
LTCUSDT;17.31454858004444;9;3
XECUSDT;17.259757547170317;8;2
BAKEUSDT;29.950531385575847;9;3
MATICUSDT;8.709252268218993;7;2
OCEANUSDT;26.97942143944203;8;2
BLZUSDT;21.470008198870346;9;3
ICPUSDT;24.896163485884415;10;2
EGLDUSDT;25.12340562628096;9;3
SRMUSDT;25.73966521340428;8;2
BNBBUSD;16.38756603479044;11;0
SOLUSDT;10.402207502859564;6;4
ANCUSDT;17.42124763612229;9;1
CHRUSDT;17.462982843225507;8;2
AVAXUSDT;23.704595664945163;11;2
CRVUSDT;28.87515232592643;8;2
RLCUSDT;24.567783479369577;9;2
ICXUSDT;4.051736474812577;6;5
BTCUSDT;17.17843463571219;11;0
BELUSDT;19.312338810168946;8;2
SNXUSDT;53.33163056717351;10;0
MKRUSDT;8.02743005539;5;5
ROSEUSDT;16.559969084892476;8;2
ADAUSDT;23.812425453247247;11;0
LINAUSDT;55.152528936737795;10;2
MTLUSDT;72.409444529672;9;1
PEOPLEUSDT;42.577667849253274;7;3
API3USDT;42.28195047812491;9;1
ANTUSDT;25.179540290466015;9;2
EOSUSDT;4.945904186865423;6;4
LPTUSDT;30.3788818218255;11;1
FTTBUSD;13.02725170509699;8;3
COTIUSDT;12.800262845670433;7;5
ZRXUSDT;32.719021870597444;8;2
BANDUSDT;6.649602745173464;7;5
XMRUSDT;15.183262722126145;7;3
ATAUSDT;10.437690716815595;7;5
AAVEUSDT;31.48907586216262;9;1
VETUSDT;26.791823440806056;8;1
GMTUSDT;33.733916844146;7;4
IOSTUSDT;24.08517765609877;8;4
XTZUSDT;10.449157116033174;7;3
BCHUSDT;21.44348707567315;10;0
CELOUSDT;30.625840281382185;8;2
QTUMUSDT;19.157448422897293;8;1
IOTXUSDT;32.28557432677036;12;1
LRCUSDT;15.420121257626269;8;3
ONTUSDT;27.50552323874278;10;0
ALPHAUSDT;54.006822159889296;10;1
IOTAUSDT;13.998975954764417;7;2
FILUSDT;5.926958794833585;6;5
ETCUSDT;18.815298218860946;8;2
ADABUSD;21.791806133935527;10;1
YFIIUSDT;7.493534947367667;9;3
LUNAUSDT;30.9853815327112;10;1
DENTUSDT;14.96595405523819;6;4
ANKRUSDT;16.81208596668366;8;1
ENSUSDT;47.13738757924528;9;1
FLOWUSDT;13.72670503128458;8;2
WAVESUSDT;21.40170657822771;7;4
GALAUSDT;9.274612563575474;7;3
FTMUSDT;9.380161559501985;6;4
ZECUSDT;26.239408356044436;7;2
NKNUSDT;25.545018854045843;10;1
XLMUSDT;12.441561370343567;7;3
UNFIUSDT;21.35728316040429;8;2
C98USDT;13.152555180765338;9;4
NEOUSDT;2.247338602948199;6;4
KNCUSDT;45.2548977859206;9;1
REEFUSDT;37.24308253742464;11;0
MASKUSDT;26.448787818264577;10;3
KLAYUSDT;-3.0844010287937085;4;7
ATOMUSDT;17.394004414911418;8;1
SOLBUSD;10.33270568265373;6;4
AKROUSDT;22.427526355201028;9;2
KAVAUSDT;1.1018251217980413;5;6
RENUSDT;36.40687903888619;10;1
GTCUSDT;22.494005847606886;8;3
RVNUSDT;6.563561227406624;6;3
SCUSDT;10.74545501466223;5;4
CELRUSDT;44.882215656033836;11;1
HNTUSDT;22.14080222035995;8;1
RAYUSDT;10.438670930897887;7;4
FLMUSDT;17.865692118035657;8;2
AXSUSDT;26.41633556062389;12;1
HBARUSDT;18.78822375998606;8;1
DODOUSDT;12.379481428841705;6;5
BNBUSDT;13.529942261995503;9;1
DYDXUSDT;33.489465236826895;8;3
IMXUSDT;51.26021377731382;10;0
SHIBUSDT;6.856285520618705;6;5
STMXUSDT;32.94892172736582;10;2
STORJUSDT;31.23819955991318;9;1
COMPUSDT;34.361199494724154;10;0
KSMUSDT;24.346760340250288;9;2
ZILUSDT;44.51944929770549;11;2
TLMUSDT;8.792379224375999;6;3
DGBUSDT;23.811750554344826;8;2
RUNEUSDT;45.99600687624706;8;2
CHZUSDT;17.520031709605345;9;2
ALICEUSDT;21.34592699856908;7;3
AUDIOUSDT;17.56373352239919;7;4
UNIUSDT;19.540035178201776;9;3
CVCUSDT;31.246090663202434;9;1
NEARUSDT;17.505359968027435;6;3
TOMOUSDT;14.326413485267118;7;5
SANDUSDT;5.445074050265495;4;4
LINKUSDT;1.7360065336422856;4;6
ETHUSDT;15.431190951712626;9;1
HOTUSDT;29.576007779016347;10;2
YFIUSDT;16.44473741699081;7;3

3260.3176965995585
77.17462393721387
